2100227d-5119-41bd-b80b-b52fec9f87d9,Kecanduan soda saya,Pagi ini saya minum 5 soda diet.,"Saya ingin menurunkan berat badan, jadi sekarang saya berada di soda keenam saya.","Saya menghindari minuman sarat kalori, tetapi sepertinya saya tidak bisa menghentikan diet soda.",Itu membuat hati saya berdebar kencang dan saya merasa sedikit gelisah.,Saya harap saya bisa tidur malam ini.
b1ba5c68-6625-48e2-9c83-30cc24b4776a,Berharap seorang bintang,Bryan menatap bintang -bintang suatu malam.,Dia berpikir sendiri bahwa dia pasti melakukan sesuatu yang salah.,Dia mencari cinta tetapi tidak pernah bisa menemukan gadis yang tepat.,Dia hanya bertanya -tanya apakah dia akan menemukannya.,Dia berasumsi dia pasti berharap pada bintang orang lain.
ef516c12-9be8-494c-8388-06f074444d2c,Paman Burie,Paman Burie saya adalah keturunan Viking.,Dia memiliki pertanian dengan banyak kuda.,"Ketika saya berusia empat tahun, dia membiarkan saya mengendarai bayinya sapi.",Sapi itu berjalan goyah denganku di punggungnya.,"Saya jatuh cinta dengan sapi itu, dan tidak akan meninggalkan sisinya."
2547fe36-0422-43b3-a4a4-ef76b95ce6b8,Permainan hoki,Cathy baru -baru ini jatuh cinta dengan olahraga hoki.,"Namun, Cathy menyukai hoki karena satu alasan, perkelahian.",Cathy senang melihat para pria saling bertarung di arena.,"Selain itu, kegembiraan dari kerumunan selama pertarungan itu menyenangkan.",Cathy tidak bisa menunggu pertandingan hoki berikutnya sehingga dia bisa melihat pertarungan.
00147054-3609-4a9c-8a13-75b46b64affb,Guru musik,Robin pergi ke sekolah untuk teknik elektro.,Dia menyadari setelah lulus itu bukan karier untuknya.,Dia ingin mengejar gairah musiknya.,Dia kembali ke sekolah dan disertifikasi untuk mengajar.,Sekarang dia guru guru untuk siswa sekolah dasar.
46ef8582-f5a6-4988-a781-de4058bfd157,Tes,Anna memiliki rontgen dada.,Mereka khawatir dia memiliki masalah jantung.,Dia sangat gugup!,Tetapi hasilnya kembali normal.,Anna sangat lega.
f40d163c-15f1-47b3-9ffe-b3bc046fd1f4,Fluffkin,Saya membeli mainan retro yang disebut Fluffkin.,Saya membeli rumah boneka berambut ungu di kotak aslinya kemarin.,"Saya meletakkannya di mantel, berharap itu akan menarik pertanyaan.","Anak -anak saya jatuh cinta padanya, dan meminta untuk bermain dengannya.","Itu akhirnya tergeletak di lantai, ditutupi barang -barang lengket."
c0e6264f-c3ed-4d2f-96b9-2c6e62e3c678,Anak anjing yang lucu,Lisa menemukan anak anjing yang menggemaskan sendirian di taman.,Dia mencari pemiliknya tetapi tidak berhasil.,Dia membawanya pulang dan membuatnya tidur.,Dia dengan cepat jatuh cinta dengan anjing manis itu.,Dia tinggal di rumahnya sejak saat itu!
dcce9c14-b498-4012-9fc1-301f2643faa2,Hewan peliharaan baru,Hanna pergi ke tempat penampungan hewan untuk menemukan hewan peliharaan baru.,Dia melihat anak kucing putih dan segera jatuh cinta.,Pekerja itu memberi tahu Hanna bahwa dia berencana mengadopsi anak kucing itu.,Pekerja akhirnya membiarkan Hanna mengadopsinya.,Hanna memamerkan anak kucing barunya kepada keluarganya.
1fd8b238-c112-452e-9550-54c7007dda13,Anak anjing baru,Istri saya telah memutuskan untuk mengejutkan saya dengan anak anjing.,Anak anjing dengan cepat tumbuh dan menjadi sahabat saya.,"Seiring bertambahnya usia, istri meninggalkan saya tetapi saya masih punya teman.",Perlahan tapi pasti anak anjing itu berubah menjadi anjing.,Hati saya hancur ketika saya harus membawanya ke dokter hewan untuk istirahat terakhir.
e8a00549-9f9b-470b-b81c-005148bfaf65,Keith sedih.,Keith dan istrinya selama tiga tahun bercerai.,Keith sengsara dan hanya bisa memikirkan istrinya.,Pikiran bergegas di kepalanya ketika dia memikirkan apa yang perlu dia lakukan.,Untuk membuat segalanya bekerja antara dia dan kekasihnya.,Keith berbaring dan tidur dan menangis dia sangat sedih.
530bb128-00c8-43cc-8cef-a42685428a83,Jadilah Valentine -nya.,Lee sangat menyukai seorang gadis bernama Ines.,Namun Ines mengira Lee adalah orang aneh.,Lee membuat surat cinta yang rumit untuk Ines.,Dia memberikannya kepada Ines yang terkejut.,"Tidak mengherankan, Ines menolak Lee yang malang."
8b935e8f-7c3a-44df-bcc1-604996f3321c,Hadiah,"Carl baru saja menikah dengan kekasih kuliahnya, Mary.",Carl tidak punya banyak uang tetapi ingin memberi Mary sesuatu yang istimewa.,Carl diam -diam mulai bekerja sebagai pekerjaan kedua untuk menghasilkan uang ekstra.,"Setelah satu tahun kerja keras, dia merasa siap untuk memberikan hadiahnya kepada Mary.","Ketika Mary melihat hadiah Carl, dan belajar apa yang dia lakukan, dia menangis."
7ba01f1f-7971-4154-93b0-dd5d9e619953,Softball bukan untuk anak perempuan,Joey suka bermain softball.,Dia menyadari bahwa kebanyakan anak laki -laki bermain baseball.,Joey menyukai permainan sejak dia masih kecil.,Joey berpikir itu salah seorang anak laki -laki tidak bisa bermain dengan perempuan.,Joey pergi ke liga dan menuntut kesetaraan untuk bermain!
30f959cf-ec8a-4be3-965e-66cd882a35ed,Romantis di awan,Amy dan Seth sedang berbaring di rumput menatap awan.,Mereka menunjukkan bentuk satu sama lain.,"Setelah beberapa saat, Seth menunjukkan hati tetapi Amy tidak bisa melihatnya.",Dia meraih ke arahnya untuk mengarahkannya ke arah yang benar.,"Ketika dia melakukannya, dia menciumnya untuk pertama kalinya."
74390983-2588-4bdd-b06d-6186dcad4b32,Molly dan Devin,Molly dan Devin suka berjalan -jalan.,Minggu lalu mereka memutuskan untuk berjalan -jalan bersama.,"Selama jalan -jalan mereka, mereka melihat banyak tupai.",Mereka pulang untuk memberi tahu teman -teman mereka tentang semua tupai yang mereka lihat.,Molly dan Devin bersenang -senang dalam perjalanan mereka.
a9e5dfd1-2535-4bca-a883-c9867fd08f19,Kebangkitan spiritual,Wade memutuskan untuk mengunjungi Peru selama liburnya.,Dia naik pesawat dan kemudian langsung ke Machu Picchu.,Dia tinggal di sana seminggu penuh dan jatuh cinta dengan tempat itu.,"Dia sangat tersentuh oleh pengalaman spiritualnya, dia memutuskan untuk tetap tinggal.","Dia menulis di rumah, mengundurkan diri dari pekerjaan, dan sangat puas."
e5336cff-8a45-4c9b-b1b9-2888627606e3,Dana promosi besar,Dan telah bekerja di perusahaan selama 10 tahun.,Dia menuangkan hati dan jiwanya ke dalam pekerjaannya.,Ini adalah karier impiannya.,Dan mendapat telepon dari bosnya.,Sudah waktunya dia dipromosikan!
e320ea41-cbea-4523-99bf-99c8967a7e6d,Penari balet,Ana mengambil kelas balet.,Dia pikir dia akan senang menari.,Tetapi kelas tidak memenuhi harapannya.,Dia sama sekali tidak menyukainya!,Ana memutuskan menari bukan untuknya.
d7f9f9bb-ea63-4adc-8748-51c2bb6babb0,Kejutan berbulu saya,Saya ingin anak kucing baru.,Suami saya mengatakan tidak karena kami tidak punya uang.,Saya sangat kesal karena saya suka kucing.,"Pada hari ulang tahun saya, dia mengejutkan saya dengan anak kucing saya sendiri!",Saya kewalahan dengan sukacita.
6ec8ae2f-2ca9-40ee-abe9-4b198659a796,Anjing yang aneh,Anjing saya agak aneh.,Dia sangat membutuhkan kasih sayang.,"Namun, kapan pun saya memelihara kepalanya, dia menggeram pada saya.","Pada saat yang sama, ia menggoyangkan lebih dekat untuk lebih banyak hewan peliharaan kepala.",Saya tidak mengerti anjing gila saya.
813fbed3-4072-4f83-b30a-cf5144c4256c,Kebun Binatang,Saya memutuskan ingin membawa keluarga saya ke tempat yang istimewa.,Kita semua mencintai binatang jadi saya memutuskan kebun binatang adalah tamasya yang sempurna.,Kami berjalan di sekitar seluruh kebun binatang melihat segala macam hewan cantik.,"Kami melihat singa, monyet, gajah, jerapah, dan banyak lainnya.",Itu adalah hari yang sangat berkesan dengan seluruh keluarga.
a03c3efa-dc76-4a85-919a-3238ae0dfaea,Kampanye,"Saat siklus pemilu berjalan, ini adalah yang kasar.",Ronald yakin dia memilikinya di dalam tas.,Dia berkampanye dengan hatinya sepanjang tahun.,"Pada malam pemilihan, ia memberikan kekalahan yang menghancurkan.","Dia terperangah, tetapi tetap saja dia kebobolan."
92b4797f-1020-4a96-9e9e-aa1eee65c763,Pertandingan malam ini,"Malam ini, Phil akan mengakui cintanya pada naksirnya.","Mereka berdua berada di sebuah pesta, dan semua orang tahu Phil takut.",Phil mendekati naksirnya dengan bunga -bunga di tangan.,"Pada awalnya, dia bingung, tapi kemudian, dia senang.",Dia berseru bahwa dia akan menyukai kencan dengannya.
38434d6d-362f-44ee-b985-77f097d1c308,Sepupu non-ciuman,Keenan dan Liv adalah sepupu yang sangat dekat.,Keenan menyimpan rahasia besar dari Liv.,"Suatu hari, dia memberi tahu Liv bahwa mereka bukan sepupu yang benar -benar.",Dia kemudian mengejarnya dan mengatakan kepadanya bahwa dia jatuh cinta padanya.,"Liv sangat ketakutan, dia memotong hubungan mereka untuk selamanya."
737ec818-db03-4207-980e-ff00f4204f75,Dilema hewan peliharaan saya,Saya sangat mencintai kucing saya.,"Suatu hari, dia mulai mengendus dan bersin.",Saya tidak punya uang untuk membayar janji temu dokter hewan.,Kantor Dokter Hewan menawari saya rencana pembayaran.,Kucing saya mendapatkan antibiotik yang dia butuhkan.
8f5b7b2b-f0a5-4a67-a411-02e679aff300,Halloween di jalan,Felicia sedang berjalan di jalan ketika seorang pria menabraknya.,Dia tampak menakutkan dan dia berteriak ketika dia memandangnya.,Orang -orang di sekitarnya berkumpul jika dia membutuhkan bantuan.,Pria itu melepas topeng Halloween -nya dan tersenyum padanya.,Felicia juga tersenyum tetapi jantungnya masih berdetak kencang.
36ff6a33-0a10-4320-a4e4-cdbd7be080c8,Gadis yang mengesankan itu mudah,Jacque adalah kapten kapal pesiar besar.,Dia ingin mengesankan majikannya dengan harapan keintiman kemudian.,Jacque mengarahkan kapalnya terlalu dekat dengan bebatuan di sepanjang pantai.,Terumbu merobeknya dan menenggelamkan perahu membunuh banyak orang.,Jacque hidup karena dia adalah orang pertama yang melarikan diri darinya.
